,school_name,type,math_score,reading_score
33591,Johnson High School,District,56,96
33592,Johnson High School,District,82,68
33593,Johnson High School,District,96,86
33594,Johnson High School,District,98,98
33595,Johnson High School,District,94,83
33596,Johnson High School,District,90,79
33597,Johnson High School,District,66,89
33598,Johnson High School,District,88,72
33599,Johnson High School,District,97,96
33600,Johnson High School,District,92,64
33601,Johnson High School,District,95,88
33602,Johnson High School,District,87,83
33603,Johnson High School,District,98,72
33604,Johnson High School,District,88,80
33605,Johnson High School,District,79,98
33606,Johnson High School,District,98,98
33607,Johnson High School,District,95,68
33608,Johnson High School,District,84,86
33609,Johnson High School,District,62,68
33610,Johnson High School,District,82,99
33611,Johnson High School,District,87,69
33612,Johnson High School,District,71,74
33613,Johnson High School,District,86,91
33614,Johnson High School,District,80,65
33615,Johnson High School,District,84,72
33616,Johnson High School,District,84,84
33617,Johnson High School,District,73,98
33618,Johnson High School,District,64,75
33619,Johnson High School,District,82,79
33620,Johnson High School,District,79,92
33621,Johnson High School,District,93,81
33622,Johnson High School,District,71,81
33623,Johnson High School,District,60,91
33624,Johnson High School,District,80,76
33625,Johnson High School,District,96,70
33626,Johnson High School,District,97,85
33627,Johnson High School,District,94,89
33628,Johnson High School,District,61,81
33629,Johnson High School,District,98,73
33630,Johnson High School,District,65,66
33631,Johnson High School,District,69,94
33632,Johnson High School,District,68,91
33633,Johnson High School,District,74,91
33634,Johnson High School,District,73,68
33635,Johnson High School,District,83,78
33636,Johnson High School,District,68,70
33637,Johnson High School,District,65,86
33638,Johnson High School,District,85,93
33639,Johnson High School,District,69,87
33640,Johnson High School,District,56,99
33641,Johnson High School,District,93,77
33642,Johnson High School,District,59,68
33643,Johnson High School,District,61,96
33644,Johnson High School,District,72,89
33645,Johnson High School,District,70,70
33646,Johnson High School,District,79,88
33647,Johnson High School,District,87,63
33648,Johnson High School,District,76,63
33649,Johnson High School,District,71,69
33650,Johnson High School,District,65,64
33651,Johnson High School,District,72,82
33652,Johnson High School,District,87,85
33653,Johnson High School,District,73,69
33654,Johnson High School,District,62,99
33655,Johnson High School,District,91,69
33656,Johnson High School,District,68,87
33657,Johnson High School,District,75,83
33658,Johnson High School,District,81,79
33659,Johnson High School,District,74,63
33660,Johnson High School,District,99,68
33661,Johnson High School,District,83,99
33662,Johnson High School,District,85,66
33663,Johnson High School,District,82,91
33664,Johnson High School,District,83,91
33665,Johnson High School,District,87,66
33666,Johnson High School,District,79,87
33667,Johnson High School,District,66,81
33668,Johnson High School,District,66,95
33669,Johnson High School,District,77,91
33670,Johnson High School,District,67,91
33671,Johnson High School,District,71,73
33672,Johnson High School,District,69,64
33673,Johnson High School,District,92,75
33674,Johnson High School,District,82,79
33675,Johnson High School,District,69,74
33676,Johnson High School,District,87,92
33677,Johnson High School,District,70,96
33678,Johnson High School,District,56,77
33679,Johnson High School,District,89,84
33680,Johnson High School,District,60,86
33681,Johnson High School,District,73,81
33682,Johnson High School,District,83,70
33683,Johnson High School,District,85,65
33684,Johnson High School,District,60,88
33685,Johnson High School,District,85,63
33686,Johnson High School,District,99,79
33687,Johnson High School,District,60,80
33688,Johnson High School,District,92,74
33689,Johnson High School,District,57,83
33690,Johnson High School,District,97,82
33691,Johnson High School,District,67,94
33692,Johnson High School,District,76,95
33693,Johnson High School,District,84,64
33694,Johnson High School,District,75,99
33695,Johnson High School,District,89,94
33696,Johnson High School,District,77,77
33697,Johnson High School,District,66,75
33698,Johnson High School,District,59,64
33699,Johnson High School,District,88,80
33700,Johnson High School,District,76,73
33701,Johnson High School,District,62,94
33702,Johnson High School,District,93,95
33703,Johnson High School,District,96,99
33704,Johnson High School,District,81,75
33705,Johnson High School,District,89,96
33706,Johnson High School,District,74,74
33707,Johnson High School,District,55,64
33708,Johnson High School,District,60,93
33709,Johnson High School,District,60,70
33710,Johnson High School,District,74,81
33711,Johnson High School,District,71,97
33712,Johnson High School,District,98,63
33713,Johnson High School,District,90,64
33714,Johnson High School,District,79,71
33715,Johnson High School,District,88,74
33716,Johnson High School,District,90,94
33717,Johnson High School,District,66,84
33718,Johnson High School,District,97,90
33719,Johnson High School,District,64,73
33720,Johnson High School,District,92,70
33721,Johnson High School,District,99,72
33722,Johnson High School,District,92,95
33723,Johnson High School,District,81,88
33724,Johnson High School,District,72,91
33725,Johnson High School,District,93,97
33726,Johnson High School,District,94,84
33727,Johnson High School,District,84,79
33728,Johnson High School,District,76,76
33729,Johnson High School,District,94,87
33730,Johnson High School,District,60,93
33731,Johnson High School,District,74,84
33732,Johnson High School,District,82,84
33733,Johnson High School,District,74,83
33734,Johnson High School,District,82,70
33735,Johnson High School,District,60,72
33736,Johnson High School,District,78,85
33737,Johnson High School,District,74,72
33738,Johnson High School,District,70,91
33739,Johnson High School,District,75,68
33740,Johnson High School,District,78,71
33741,Johnson High School,District,86,80
33742,Johnson High School,District,68,77
33743,Johnson High School,District,98,97
33744,Johnson High School,District,81,84
33745,Johnson High School,District,93,72
33746,Johnson High School,District,83,72
33747,Johnson High School,District,62,94
33748,Johnson High School,District,90,81
33749,Johnson High School,District,58,69
33750,Johnson High School,District,76,85
33751,Johnson High School,District,79,70
33752,Johnson High School,District,97,66
33753,Johnson High School,District,83,70
33754,Johnson High School,District,60,74
33755,Johnson High School,District,85,87
33756,Johnson High School,District,55,98
33757,Johnson High School,District,82,91
33758,Johnson High School,District,97,68
33759,Johnson High School,District,83,96
33760,Johnson High School,District,98,96
33761,Johnson High School,District,77,88
33762,Johnson High School,District,56,81
33763,Johnson High School,District,94,92
33764,Johnson High School,District,65,86
33765,Johnson High School,District,86,97
33766,Johnson High School,District,84,77
33767,Johnson High School,District,59,98
33768,Johnson High School,District,89,67
33769,Johnson High School,District,83,92
33770,Johnson High School,District,78,66
33771,Johnson High School,District,64,73
33772,Johnson High School,District,67,67
33773,Johnson High School,District,75,86
33774,Johnson High School,District,95,74
33775,Johnson High School,District,76,81
33776,Johnson High School,District,63,92
33777,Johnson High School,District,60,90
33778,Johnson High School,District,64,70
33779,Johnson High School,District,98,73
33780,Johnson High School,District,57,76
33781,Johnson High School,District,64,73
33782,Johnson High School,District,69,64
33783,Johnson High School,District,93,79
33784,Johnson High School,District,63,89
33785,Johnson High School,District,58,89
33786,Johnson High School,District,78,94
33787,Johnson High School,District,60,65
33788,Johnson High School,District,73,74
33789,Johnson High School,District,61,88
33790,Johnson High School,District,83,96
33791,Johnson High School,District,64,75
33792,Johnson High School,District,97,66
33793,Johnson High School,District,71,77
33794,Johnson High School,District,93,97
33795,Johnson High School,District,94,76
33796,Johnson High School,District,64,72
33797,Johnson High School,District,82,88
33798,Johnson High School,District,93,68
33799,Johnson High School,District,97,76
33800,Johnson High School,District,79,79
33801,Johnson High School,District,76,86
33802,Johnson High School,District,93,97
33803,Johnson High School,District,69,71
33804,Johnson High School,District,61,64
33805,Johnson High School,District,65,87
33806,Johnson High School,District,97,97
33807,Johnson High School,District,80,93
33808,Johnson High School,District,97,93
33809,Johnson High School,District,71,66
33810,Johnson High School,District,87,82
33811,Johnson High School,District,71,68
33812,Johnson High School,District,94,68
33813,Johnson High School,District,89,74
33814,Johnson High School,District,77,82
33815,Johnson High School,District,73,68
33816,Johnson High School,District,74,96
33817,Johnson High School,District,66,95
33818,Johnson High School,District,81,67
33819,Johnson High School,District,93,75
33820,Johnson High School,District,77,70
33821,Johnson High School,District,97,79
33822,Johnson High School,District,65,69
33823,Johnson High School,District,92,66
33824,Johnson High School,District,88,85
33825,Johnson High School,District,70,78
33826,Johnson High School,District,60,67
33827,Johnson High School,District,71,90
33828,Johnson High School,District,82,83
33829,Johnson High School,District,62,86
33830,Johnson High School,District,74,65
33831,Johnson High School,District,76,78
33832,Johnson High School,District,90,81
33833,Johnson High School,District,95,73
33834,Johnson High School,District,87,94
33835,Johnson High School,District,76,72
33836,Johnson High School,District,71,77
33837,Johnson High School,District,89,77
33838,Johnson High School,District,68,92
33839,Johnson High School,District,89,85
33840,Johnson High School,District,77,64
33841,Johnson High School,District,84,84
33842,Johnson High School,District,92,71
33843,Johnson High School,District,63,95
33844,Johnson High School,District,86,76
33845,Johnson High School,District,96,65
33846,Johnson High School,District,86,87
33847,Johnson High School,District,79,68
33848,Johnson High School,District,75,72
33849,Johnson High School,District,97,64
33850,Johnson High School,District,89,84
33851,Johnson High School,District,75,89
33852,Johnson High School,District,69,95
33853,Johnson High School,District,61,93
33854,Johnson High School,District,85,75
33855,Johnson High School,District,95,68
33856,Johnson High School,District,59,66
33857,Johnson High School,District,87,83
33858,Johnson High School,District,90,71
33859,Johnson High School,District,92,86
33860,Johnson High School,District,57,83
33861,Johnson High School,District,91,76
33862,Johnson High School,District,71,89
33863,Johnson High School,District,68,66
33864,Johnson High School,District,62,63
33865,Johnson High School,District,98,67
33866,Johnson High School,District,55,82
33867,Johnson High School,District,88,99
33868,Johnson High School,District,63,70
33869,Johnson High School,District,94,89
33870,Johnson High School,District,59,77
33871,Johnson High School,District,87,74
33872,Johnson High School,District,85,71
33873,Johnson High School,District,89,83
33874,Johnson High School,District,58,95
33875,Johnson High School,District,86,79
33876,Johnson High School,District,65,97
33877,Johnson High School,District,74,81
33878,Johnson High School,District,57,89
33879,Johnson High School,District,95,96
33880,Johnson High School,District,94,64
33881,Johnson High School,District,64,70
33882,Johnson High School,District,81,66
33883,Johnson High School,District,65,74
33884,Johnson High School,District,70,70
33885,Johnson High School,District,94,83
33886,Johnson High School,District,66,75
33887,Johnson High School,District,59,90
33888,Johnson High School,District,90,94
33889,Johnson High School,District,98,69
33890,Johnson High School,District,77,83
33891,Johnson High School,District,84,82
33892,Johnson High School,District,70,96
33893,Johnson High School,District,74,81
33894,Johnson High School,District,92,77
33895,Johnson High School,District,55,72
33896,Johnson High School,District,95,86
33897,Johnson High School,District,77,70
33898,Johnson High School,District,80,77
33899,Johnson High School,District,84,92
33900,Johnson High School,District,65,84
33901,Johnson High School,District,85,68
33902,Johnson High School,District,93,70
33903,Johnson High School,District,68,72
33904,Johnson High School,District,56,84
33905,Johnson High School,District,81,84
33906,Johnson High School,District,62,97
33907,Johnson High School,District,91,69
33908,Johnson High School,District,77,86
33909,Johnson High School,District,77,80
33910,Johnson High School,District,62,98
33911,Johnson High School,District,77,76
33912,Johnson High School,District,62,73
33913,Johnson High School,District,83,75
33914,Johnson High School,District,71,81
33915,Johnson High School,District,69,96
33916,Johnson High School,District,77,92
33917,Johnson High School,District,67,67
33918,Johnson High School,District,84,87
33919,Johnson High School,District,68,95
33920,Johnson High School,District,78,70
33921,Johnson High School,District,94,63
33922,Johnson High School,District,56,66
33923,Johnson High School,District,68,72
33924,Johnson High School,District,91,98
33925,Johnson High School,District,65,83
33926,Johnson High School,District,77,86
33927,Johnson High School,District,76,71
33928,Johnson High School,District,96,68
33929,Johnson High School,District,97,85
33930,Johnson High School,District,61,87
33931,Johnson High School,District,65,79
33932,Johnson High School,District,94,91
33933,Johnson High School,District,79,78
33934,Johnson High School,District,70,68
33935,Johnson High School,District,76,80
33936,Johnson High School,District,61,64
33937,Johnson High School,District,88,84
33938,Johnson High School,District,87,80
33939,Johnson High School,District,90,91
33940,Johnson High School,District,93,87
33941,Johnson High School,District,90,75
33942,Johnson High School,District,94,82
33943,Johnson High School,District,82,92
33944,Johnson High School,District,55,71
33945,Johnson High School,District,67,98
33946,Johnson High School,District,70,88
33947,Johnson High School,District,69,90
33948,Johnson High School,District,88,85
33949,Johnson High School,District,84,74
33950,Johnson High School,District,91,88
33951,Johnson High School,District,56,77
33952,Johnson High School,District,90,89
33953,Johnson High School,District,65,86
33954,Johnson High School,District,90,89
33955,Johnson High School,District,78,99
33956,Johnson High School,District,97,80
33957,Johnson High School,District,58,80
33958,Johnson High School,District,92,80
33959,Johnson High School,District,74,98
33960,Johnson High School,District,98,80
33961,Johnson High School,District,69,80
33962,Johnson High School,District,97,88
33963,Johnson High School,District,88,99
33964,Johnson High School,District,97,86
33965,Johnson High School,District,60,85
33966,Johnson High School,District,59,97
33967,Johnson High School,District,73,92
33968,Johnson High School,District,59,84
33969,Johnson High School,District,62,81
33970,Johnson High School,District,91,66
33971,Johnson High School,District,60,93
33972,Johnson High School,District,72,84
33973,Johnson High School,District,68,71
33974,Johnson High School,District,72,63
33975,Johnson High School,District,80,74
33976,Johnson High School,District,69,91
33977,Johnson High School,District,82,80
33978,Johnson High School,District,87,68
33979,Johnson High School,District,70,99
33980,Johnson High School,District,88,96
33981,Johnson High School,District,55,72
33982,Johnson High School,District,71,85
33983,Johnson High School,District,77,69
33984,Johnson High School,District,71,79
33985,Johnson High School,District,95,97
33986,Johnson High School,District,58,74
33987,Johnson High School,District,89,67
33988,Johnson High School,District,66,65
33989,Johnson High School,District,91,68
33990,Johnson High School,District,74,69
33991,Johnson High School,District,78,86
33992,Johnson High School,District,99,79
33993,Johnson High School,District,70,70
33994,Johnson High School,District,92,85
33995,Johnson High School,District,95,99
33996,Johnson High School,District,84,82
33997,Johnson High School,District,84,67
33998,Johnson High School,District,80,90
33999,Johnson High School,District,84,80
34000,Johnson High School,District,67,65
34001,Johnson High School,District,55,92
34002,Johnson High School,District,82,89
34003,Johnson High School,District,67,84
34004,Johnson High School,District,86,65
34005,Johnson High School,District,62,67
34006,Johnson High School,District,86,83
34007,Johnson High School,District,86,73
34008,Johnson High School,District,87,88
34009,Johnson High School,District,95,84
34010,Johnson High School,District,64,95
34011,Johnson High School,District,58,98
34012,Johnson High School,District,83,71
34013,Johnson High School,District,71,69
34014,Johnson High School,District,67,67
34015,Johnson High School,District,60,88
34016,Johnson High School,District,89,87
34017,Johnson High School,District,82,77
34018,Johnson High School,District,69,82
34019,Johnson High School,District,73,72
34020,Johnson High School,District,89,82
34021,Johnson High School,District,87,77
34022,Johnson High School,District,70,96
34023,Johnson High School,District,67,78
34024,Johnson High School,District,75,90
34025,Johnson High School,District,91,95
34026,Johnson High School,District,63,96
34027,Johnson High School,District,64,72
34028,Johnson High School,District,97,63
34029,Johnson High School,District,99,79
34030,Johnson High School,District,70,83
34031,Johnson High School,District,67,79
34032,Johnson High School,District,61,83
34033,Johnson High School,District,96,66
34034,Johnson High School,District,61,90
34035,Johnson High School,District,66,78
34036,Johnson High School,District,56,88
34037,Johnson High School,District,87,80
34038,Johnson High School,District,71,76
34039,Johnson High School,District,97,89
34040,Johnson High School,District,74,82
34041,Johnson High School,District,76,90
34042,Johnson High School,District,74,79
34043,Johnson High School,District,68,93
34044,Johnson High School,District,56,94
34045,Johnson High School,District,79,73
34046,Johnson High School,District,66,70
34047,Johnson High School,District,92,97
34048,Johnson High School,District,88,92
34049,Johnson High School,District,84,85
34050,Johnson High School,District,85,68
34051,Johnson High School,District,96,83
34052,Johnson High School,District,69,80
34053,Johnson High School,District,85,63
34054,Johnson High School,District,78,69
34055,Johnson High School,District,90,78
34056,Johnson High School,District,78,66
34057,Johnson High School,District,67,94
34058,Johnson High School,District,57,66
34059,Johnson High School,District,83,82
34060,Johnson High School,District,90,98
34061,Johnson High School,District,98,78
34062,Johnson High School,District,92,66
34063,Johnson High School,District,99,90
34064,Johnson High School,District,84,71
34065,Johnson High School,District,74,72
34066,Johnson High School,District,66,77
34067,Johnson High School,District,88,79
34068,Johnson High School,District,62,90
34069,Johnson High School,District,83,74
34070,Johnson High School,District,91,77
34071,Johnson High School,District,82,66
34072,Johnson High School,District,63,63
34073,Johnson High School,District,98,97
34074,Johnson High School,District,99,78
34075,Johnson High School,District,72,92
34076,Johnson High School,District,61,76
34077,Johnson High School,District,95,75
34078,Johnson High School,District,59,84
34079,Johnson High School,District,72,91
34080,Johnson High School,District,93,96
34081,Johnson High School,District,82,68
34082,Johnson High School,District,62,85
34083,Johnson High School,District,72,65
34084,Johnson High School,District,70,76
34085,Johnson High School,District,84,82
34086,Johnson High School,District,69,81
34087,Johnson High School,District,66,99
34088,Johnson High School,District,92,77
34089,Johnson High School,District,70,68
34090,Johnson High School,District,68,96
34091,Johnson High School,District,62,82
34092,Johnson High School,District,67,82
34093,Johnson High School,District,56,95
34094,Johnson High School,District,79,96
34095,Johnson High School,District,90,96
34096,Johnson High School,District,93,89
34097,Johnson High School,District,82,82
34098,Johnson High School,District,96,67
34099,Johnson High School,District,63,92
34100,Johnson High School,District,86,65
34101,Johnson High School,District,74,96
34102,Johnson High School,District,55,78
34103,Johnson High School,District,62,72
34104,Johnson High School,District,80,68
34105,Johnson High School,District,68,86
34106,Johnson High School,District,60,76
34107,Johnson High School,District,85,68
34108,Johnson High School,District,55,90
34109,Johnson High School,District,87,65
34110,Johnson High School,District,90,99
34111,Johnson High School,District,65,89
34112,Johnson High School,District,84,97
34113,Johnson High School,District,61,94
34114,Johnson High School,District,78,75
34115,Johnson High School,District,99,71
34116,Johnson High School,District,94,78
34117,Johnson High School,District,65,79
34118,Johnson High School,District,82,93
34119,Johnson High School,District,92,68
34120,Johnson High School,District,91,93
34121,Johnson High School,District,79,75
34122,Johnson High School,District,68,67
34123,Johnson High School,District,60,98
34124,Johnson High School,District,70,96
34125,Johnson High School,District,86,85
34126,Johnson High School,District,97,93
34127,Johnson High School,District,61,90
34128,Johnson High School,District,84,65
34129,Johnson High School,District,56,82
34130,Johnson High School,District,97,67
34131,Johnson High School,District,89,64
34132,Johnson High School,District,75,87
34133,Johnson High School,District,98,88
34134,Johnson High School,District,55,73
34135,Johnson High School,District,65,66
34136,Johnson High School,District,74,73
34137,Johnson High School,District,96,91
34138,Johnson High School,District,81,82
34139,Johnson High School,District,86,82
34140,Johnson High School,District,70,73
34141,Johnson High School,District,68,70
34142,Johnson High School,District,71,73
34143,Johnson High School,District,93,84
34144,Johnson High School,District,92,75
34145,Johnson High School,District,82,92
34146,Johnson High School,District,93,98
34147,Johnson High School,District,86,82
34148,Johnson High School,District,74,77
34149,Johnson High School,District,84,90
34150,Johnson High School,District,90,96
34151,Johnson High School,District,57,81
34152,Johnson High School,District,87,86
34153,Johnson High School,District,74,98
34154,Johnson High School,District,89,71
34155,Johnson High School,District,87,69
34156,Johnson High School,District,97,82
34157,Johnson High School,District,94,75
34158,Johnson High School,District,75,95
34159,Johnson High School,District,58,64
34160,Johnson High School,District,90,69
34161,Johnson High School,District,63,74
34162,Johnson High School,District,66,81
34163,Johnson High School,District,77,97
34164,Johnson High School,District,69,78
34165,Johnson High School,District,97,95
34166,Johnson High School,District,87,89
34167,Johnson High School,District,65,71
34168,Johnson High School,District,65,70
34169,Johnson High School,District,91,91
34170,Johnson High School,District,99,92
34171,Johnson High School,District,90,74
34172,Johnson High School,District,93,78
34173,Johnson High School,District,71,83
34174,Johnson High School,District,96,78
34175,Johnson High School,District,98,76
34176,Johnson High School,District,65,88
34177,Johnson High School,District,75,68
34178,Johnson High School,District,71,81
34179,Johnson High School,District,83,98
34180,Johnson High School,District,96,76
34181,Johnson High School,District,71,71
34182,Johnson High School,District,55,92
34183,Johnson High School,District,92,65
34184,Johnson High School,District,73,91
34185,Johnson High School,District,96,72
34186,Johnson High School,District,87,74
34187,Johnson High School,District,61,97
34188,Johnson High School,District,68,81
34189,Johnson High School,District,78,90
34190,Johnson High School,District,85,70
34191,Johnson High School,District,89,74
34192,Johnson High School,District,88,82
34193,Johnson High School,District,61,78
34194,Johnson High School,District,59,67
34195,Johnson High School,District,79,77
34196,Johnson High School,District,58,99
34197,Johnson High School,District,65,89
34198,Johnson High School,District,55,69
34199,Johnson High School,District,61,72
34200,Johnson High School,District,76,66
34201,Johnson High School,District,64,86
34202,Johnson High School,District,81,67
34203,Johnson High School,District,97,67
34204,Johnson High School,District,88,74
34205,Johnson High School,District,97,95
34206,Johnson High School,District,83,86
34207,Johnson High School,District,66,74
34208,Johnson High School,District,57,70
34209,Johnson High School,District,97,64
34210,Johnson High School,District,72,86
34211,Johnson High School,District,72,66
34212,Johnson High School,District,70,65
34213,Johnson High School,District,99,98
34214,Johnson High School,District,61,99
34215,Johnson High School,District,85,78
34216,Johnson High School,District,87,93
34217,Johnson High School,District,68,87
34218,Johnson High School,District,91,80
34219,Johnson High School,District,78,74
34220,Johnson High School,District,83,92
34221,Johnson High School,District,80,80
34222,Johnson High School,District,68,68
34223,Johnson High School,District,90,98
34224,Johnson High School,District,97,85
34225,Johnson High School,District,59,76
34226,Johnson High School,District,63,90
34227,Johnson High School,District,72,97
34228,Johnson High School,District,78,74
34229,Johnson High School,District,99,69
34230,Johnson High School,District,99,69
34231,Johnson High School,District,65,89
34232,Johnson High School,District,99,93
34233,Johnson High School,District,79,74
34234,Johnson High School,District,56,67
34235,Johnson High School,District,74,69
34236,Johnson High School,District,65,98
34237,Johnson High School,District,94,93
34238,Johnson High School,District,58,96
34239,Johnson High School,District,87,92
34240,Johnson High School,District,62,99
34241,Johnson High School,District,68,95
34242,Johnson High School,District,97,71
34243,Johnson High School,District,93,92
34244,Johnson High School,District,77,98
34245,Johnson High School,District,66,94
34246,Johnson High School,District,65,66
34247,Johnson High School,District,90,70
34248,Johnson High School,District,95,98
34249,Johnson High School,District,61,69
34250,Johnson High School,District,95,71
34251,Johnson High School,District,95,78
34252,Johnson High School,District,90,63
34253,Johnson High School,District,94,78
34254,Johnson High School,District,66,67
34255,Johnson High School,District,86,67
34256,Johnson High School,District,75,99
34257,Johnson High School,District,74,68
34258,Johnson High School,District,77,84
34259,Johnson High School,District,95,77
34260,Johnson High School,District,84,72
34261,Johnson High School,District,97,93
34262,Johnson High School,District,67,88
34263,Johnson High School,District,70,98
34264,Johnson High School,District,63,71
34265,Johnson High School,District,58,97
34266,Johnson High School,District,63,97
34267,Johnson High School,District,96,85
34268,Johnson High School,District,68,92
34269,Johnson High School,District,83,65
34270,Johnson High School,District,98,65
34271,Johnson High School,District,68,86
34272,Johnson High School,District,67,97
34273,Johnson High School,District,97,75
34274,Johnson High School,District,97,76
34275,Johnson High School,District,69,90
34276,Johnson High School,District,92,74
34277,Johnson High School,District,98,75
34278,Johnson High School,District,67,71
34279,Johnson High School,District,72,79
34280,Johnson High School,District,66,74
34281,Johnson High School,District,78,96
34282,Johnson High School,District,98,83
34283,Johnson High School,District,78,73
34284,Johnson High School,District,93,97
34285,Johnson High School,District,97,70
34286,Johnson High School,District,55,65
34287,Johnson High School,District,76,82
34288,Johnson High School,District,99,94
34289,Johnson High School,District,85,93
34290,Johnson High School,District,99,85
34291,Johnson High School,District,89,88
34292,Johnson High School,District,67,70
34293,Johnson High School,District,62,81
34294,Johnson High School,District,77,79
34295,Johnson High School,District,86,90
34296,Johnson High School,District,77,77
34297,Johnson High School,District,78,63
34298,Johnson High School,District,86,82
34299,Johnson High School,District,85,93
34300,Johnson High School,District,97,81
34301,Johnson High School,District,97,83
34302,Johnson High School,District,64,94
34303,Johnson High School,District,92,74
34304,Johnson High School,District,64,82
34305,Johnson High School,District,69,74
34306,Johnson High School,District,92,98
34307,Johnson High School,District,79,94
34308,Johnson High School,District,99,73
34309,Johnson High School,District,97,72
34310,Johnson High School,District,59,76
34311,Johnson High School,District,62,78
34312,Johnson High School,District,70,92
34313,Johnson High School,District,80,74
34314,Johnson High School,District,62,91
34315,Johnson High School,District,75,85
34316,Johnson High School,District,91,91
34317,Johnson High School,District,87,97
34318,Johnson High School,District,71,72
34319,Johnson High School,District,78,67
34320,Johnson High School,District,83,78
34321,Johnson High School,District,64,81
34322,Johnson High School,District,58,89
34323,Johnson High School,District,77,83
34324,Johnson High School,District,98,68
34325,Johnson High School,District,65,86
34326,Johnson High School,District,89,68
34327,Johnson High School,District,61,85
34328,Johnson High School,District,74,91
34329,Johnson High School,District,57,87
34330,Johnson High School,District,67,77
34331,Johnson High School,District,81,73
34332,Johnson High School,District,72,77
34333,Johnson High School,District,60,91
34334,Johnson High School,District,79,79
34335,Johnson High School,District,98,89
34336,Johnson High School,District,81,81
34337,Johnson High School,District,70,71
34338,Johnson High School,District,63,68
34339,Johnson High School,District,74,92
34340,Johnson High School,District,74,78
34341,Johnson High School,District,86,74
34342,Johnson High School,District,68,63
34343,Johnson High School,District,60,95
34344,Johnson High School,District,90,83
34345,Johnson High School,District,70,93
34346,Johnson High School,District,98,69
34347,Johnson High School,District,82,88
34348,Johnson High School,District,99,98
34349,Johnson High School,District,93,77
34350,Johnson High School,District,71,87
34351,Johnson High School,District,84,89
34352,Johnson High School,District,66,94
34353,Johnson High School,District,74,83
34354,Johnson High School,District,74,84
34355,Johnson High School,District,58,69
34356,Johnson High School,District,55,91
34357,Johnson High School,District,57,94
34358,Johnson High School,District,84,72
34359,Johnson High School,District,98,79
34360,Johnson High School,District,61,65
34361,Johnson High School,District,64,96
34362,Johnson High School,District,61,86
34363,Johnson High School,District,83,85
34364,Johnson High School,District,82,79
34365,Johnson High School,District,96,93
34366,Johnson High School,District,79,76
34367,Johnson High School,District,72,95
34368,Johnson High School,District,93,77
34369,Johnson High School,District,60,97
34370,Johnson High School,District,84,66
34371,Johnson High School,District,94,95
34372,Johnson High School,District,77,83
34373,Johnson High School,District,75,71
34374,Johnson High School,District,79,95
34375,Johnson High School,District,62,64
34376,Johnson High School,District,59,77
34377,Johnson High School,District,99,96
34378,Johnson High School,District,55,96
34379,Johnson High School,District,90,73
34380,Johnson High School,District,91,93
34381,Johnson High School,District,75,95
34382,Johnson High School,District,64,67
34383,Johnson High School,District,62,80
34384,Johnson High School,District,58,99
34385,Johnson High School,District,89,83
34386,Johnson High School,District,76,85
34387,Johnson High School,District,91,79
34388,Johnson High School,District,77,74
34389,Johnson High School,District,75,65
34390,Johnson High School,District,71,77
34391,Johnson High School,District,84,85
34392,Johnson High School,District,87,80
34393,Johnson High School,District,60,96
34394,Johnson High School,District,57,74
34395,Johnson High School,District,63,99
34396,Johnson High School,District,99,83
34397,Johnson High School,District,65,78
34398,Johnson High School,District,57,67
34399,Johnson High School,District,95,80
34400,Johnson High School,District,55,95
34401,Johnson High School,District,91,77
34402,Johnson High School,District,65,72
34403,Johnson High School,District,95,91
34404,Johnson High School,District,59,84
34405,Johnson High School,District,95,95
34406,Johnson High School,District,89,93
34407,Johnson High School,District,85,91
34408,Johnson High School,District,58,91
34409,Johnson High School,District,61,99
34410,Johnson High School,District,60,85
34411,Johnson High School,District,72,97
34412,Johnson High School,District,68,87
34413,Johnson High School,District,89,71
34414,Johnson High School,District,75,71
34415,Johnson High School,District,86,90
34416,Johnson High School,District,74,96
34417,Johnson High School,District,77,67
34418,Johnson High School,District,80,90
34419,Johnson High School,District,79,76
34420,Johnson High School,District,71,95
34421,Johnson High School,District,77,87
34422,Johnson High School,District,55,64
34423,Johnson High School,District,99,79
34424,Johnson High School,District,66,66
34425,Johnson High School,District,94,76
34426,Johnson High School,District,66,94
34427,Johnson High School,District,99,83
34428,Johnson High School,District,61,63
34429,Johnson High School,District,70,82
34430,Johnson High School,District,65,87
34431,Johnson High School,District,78,92
34432,Johnson High School,District,75,66
34433,Johnson High School,District,90,97
34434,Johnson High School,District,73,96
34435,Johnson High School,District,86,76
34436,Johnson High School,District,83,64
34437,Johnson High School,District,68,68
34438,Johnson High School,District,94,95
34439,Johnson High School,District,80,88
34440,Johnson High School,District,89,63
34441,Johnson High School,District,57,74
34442,Johnson High School,District,84,70
34443,Johnson High School,District,73,95
34444,Johnson High School,District,70,81
34445,Johnson High School,District,80,95
34446,Johnson High School,District,76,73
34447,Johnson High School,District,57,83
34448,Johnson High School,District,93,64
34449,Johnson High School,District,64,93
34450,Johnson High School,District,68,80
34451,Johnson High School,District,92,65
34452,Johnson High School,District,70,96
34453,Johnson High School,District,69,79
34454,Johnson High School,District,60,65
34455,Johnson High School,District,89,65
34456,Johnson High School,District,75,69
34457,Johnson High School,District,67,88
34458,Johnson High School,District,69,95
34459,Johnson High School,District,73,75
34460,Johnson High School,District,84,77
34461,Johnson High School,District,89,72
34462,Johnson High School,District,94,97
34463,Johnson High School,District,64,89
34464,Johnson High School,District,82,87
